ciudad,temperatura,descripcion,humedad,viento,presion,created_at,nivel,congestion,mensaje
Vigo,24.6,cielo claro,79,1.4,,2024-08-11 00:00:00,Bajo,15,Tráfico fluido.
Madrid,27.4,cielo claro,29,6.0,,2024-08-11 01:00:00,Bajo,23,Tráfico fluido.
Vigo,24.1,cielo claro,81,3.0,,2024-08-11 01:00:00,Bajo,15,Tráfico fluido.
Madrid,27.4,cielo claro,29,6.0,,2024-08-11 01:00:00,Bajo,23,Tráfico fluido.
Vigo,24.1,cielo claro,81,3.0,,2024-08-11 01:00:00,Bajo,15,Tráfico fluido.
Madrid,26.4,cielo claro,31,9.7,,2024-08-11 02:00:00,Bajo,23,Tráfico fluido.
Vigo,23.2,cielo claro,82,3.7,,2024-08-11 02:00:00,Bajo,15,Tráfico fluido.
Madrid,26.4,cielo claro,31,9.7,,2024-08-11 02:00:00,Bajo,23,Tráfico fluido.
Vigo,23.2,cielo claro,82,3.7,,2024-08-11 02:00:00,Bajo,15,Tráfico fluido.
Madrid,25.6,cielo claro,35,10.5,,2024-08-11 03:00:00,Bajo,28,Tráfico fluido.
Vigo,22.1,cielo claro,84,4.2,,2024-08-11 03:00:00,Bajo,15,Tráfico fluido.
Madrid,25.6,cielo claro,35,10.5,,2024-08-11 03:00:00,Bajo,28,Tráfico fluido.
Vigo,22.1,cielo claro,84,4.2,,2024-08-11 03:00:00,Bajo,15,Tráfico fluido.
Madrid,24.7,cielo claro,38,6.7,,2024-08-11 04:00:00,Bajo,23,Tráfico fluido.
Vigo,20.9,cielo claro,86,5.4,,2024-08-11 04:00:00,Bajo,15,Tráfico fluido.
Madrid,24.7,cielo claro,38,6.7,,2024-08-11 04:00:00,Bajo,23,Tráfico fluido.
Vigo,20.9,cielo claro,86,5.4,,2024-08-11 04:00:00,Bajo,15,Tráfico fluido.
Madrid,23.8,cielo claro,41,8.7,,2024-08-11 05:00:00,Bajo,23,Tráfico fluido.
Vigo,20.0,nublado,89,5.3,,2024-08-11 05:00:00,Bajo,15,Tráfico fluido.
Madrid,23.8,cielo claro,41,8.7,,2024-08-11 05:00:00,Bajo,23,Tráfico fluido.
Vigo,20.0,nublado,89,5.3,,2024-08-11 05:00:00,Bajo,15,Tráfico fluido.
Madrid,23.7,cielo claro,41,10.5,,2024-08-11 06:00:00,Bajo,28,Tráfico fluido.
Vigo,19.2,nublado,92,3.3,,2024-08-11 06:00:00,Bajo,15,Tráfico fluido.
Madrid,23.7,cielo claro,41,10.5,,2024-08-11 06:00:00,Bajo,28,Tráfico fluido.
Vigo,19.2,nublado,92,3.3,,2024-08-11 06:00:00,Bajo,15,Tráfico fluido.
Madrid,25.7,cielo claro,37,10.3,,2024-08-11 07:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,20.5,nublado,89,2.8,,2024-08-11 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,25.7,cielo claro,37,10.3,,2024-08-11 07:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,20.5,nublado,89,2.8,,2024-08-11 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,27.6,cielo claro,32,9.4,,2024-08-11 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,23.6,cielo claro,78,2.4,,2024-08-11 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,27.6,cielo claro,32,9.4,,2024-08-11 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,23.6,cielo claro,78,2.4,,2024-08-11 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,29.8,cielo claro,27,8.4,,2024-08-11 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,26.8,cielo claro,65,2.4,,2024-08-11 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,29.8,cielo claro,27,8.4,,2024-08-11 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,26.8,cielo claro,65,2.4,,2024-08-11 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,31.9,cielo claro,23,7.4,,2024-08-11 10:00:00,Bajo,23,Tráfico fluido.
Vigo,28.5,cielo claro,57,7.3,,2024-08-11 10:00:00,Bajo,15,Tráfico fluido.
Madrid,31.9,cielo claro,23,7.4,,2024-08-11 10:00:00,Bajo,23,Tráfico fluido.
Vigo,28.5,cielo claro,57,7.3,,2024-08-11 10:00:00,Bajo,15,Tráfico fluido.
Madrid,34.0,cielo claro,21,7.9,,2024-08-11 11:00:00,Bajo,23,Tráfico fluido.
Vigo,27.8,cielo claro,59,13.8,,2024-08-11 11:00:00,Bajo,20,Tráfico fluido.
Madrid,34.0,cielo claro,21,7.9,,2024-08-11 11:00:00,Bajo,23,Tráfico fluido.
Vigo,27.8,cielo claro,59,13.8,,2024-08-11 11:00:00,Bajo,20,Tráfico fluido.
Madrid,35.7,cielo claro,19,8.7,,2024-08-11 12:00:00,Bajo,23,Tráfico fluido.
Vigo,25.7,cielo claro,66,16.6,,2024-08-11 12:00:00,Bajo,20,Tráfico fluido.
Madrid,35.7,cielo claro,19,8.7,,2024-08-11 12:00:00,Bajo,23,Tráfico fluido.
Vigo,25.7,cielo claro,66,16.6,,2024-08-11 12:00:00,Bajo,20,Tráfico fluido.
Madrid,36.8,cielo claro,18,11.0,,2024-08-11 13:00:00,Bajo,28,Tráfico fluido.
Vigo,25.6,cielo claro,61,16.4,,2024-08-11 13:00:00,Bajo,20,Tráfico fluido.
Madrid,36.8,cielo claro,18,11.0,,2024-08-11 13:00:00,Bajo,28,Tráfico fluido.
Vigo,25.6,cielo claro,61,16.4,,2024-08-11 13:00:00,Bajo,20,Tráfico fluido.
Madrid,37.7,cielo claro,15,11.8,,2024-08-11 14:00:00,Bajo,28,Tráfico fluido.
Vigo,25.2,cielo claro,61,16.8,,2024-08-11 14:00:00,Bajo,20,Tráfico fluido.
Madrid,37.7,cielo claro,15,11.8,,2024-08-11 14:00:00,Bajo,28,Tráfico fluido.
Vigo,25.2,cielo claro,61,16.8,,2024-08-11 14:00:00,Bajo,20,Tráfico fluido.
Madrid,38.2,cielo claro,14,11.6,,2024-08-11 15:00:00,Bajo,28,Tráfico fluido.
Vigo,24.3,nublado,65,15.7,,2024-08-11 15:00:00,Bajo,20,Tráfico fluido.
Madrid,38.2,cielo claro,14,11.6,,2024-08-11 15:00:00,Bajo,28,Tráfico fluido.
Vigo,24.3,nublado,65,15.7,,2024-08-11 15:00:00,Bajo,20,Tráfico fluido.
Madrid,38.4,cielo claro,12,14.2,,2024-08-11 16:00:00,Alto,63,Tráfico pesado.
Vigo,23.5,nublado,72,13.2,,2024-08-11 16:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,38.4,cielo claro,12,14.2,,2024-08-11 16:00:00,Alto,63,Tráfico pesado.
Vigo,23.5,nublado,72,13.2,,2024-08-11 16:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,37.7,nublado,13,16.2,,2024-08-11 17:00:00,Alto,63,Tráfico pesado.
Vigo,23.2,cielo claro,73,10.1,,2024-08-11 17:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,37.7,nublado,13,16.2,,2024-08-11 17:00:00,Alto,63,Tráfico pesado.
Vigo,23.2,cielo claro,73,10.1,,2024-08-11 17:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,37.0,cielo claro,13,12.6,,2024-08-11 18:00:00,Alto,63,Tráfico pesado.
Vigo,22.7,cielo claro,76,8.8,,2024-08-11 18:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,37.0,cielo claro,13,12.6,,2024-08-11 18:00:00,Alto,63,Tráfico pesado.
Vigo,22.7,cielo claro,76,8.8,,2024-08-11 18:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,35.8,cielo claro,14,1.1,,2024-08-11 19:00:00,Bajo,23,Tráfico fluido.
Vigo,21.9,nublado,81,8.7,,2024-08-11 19:00:00,Bajo,15,Tráfico fluido.
Madrid,35.8,cielo claro,14,1.1,,2024-08-11 19:00:00,Bajo,23,Tráfico fluido.
Vigo,21.9,nublado,81,8.7,,2024-08-11 19:00:00,Bajo,15,Tráfico fluido.
Madrid,33.9,cielo claro,15,7.2,,2024-08-11 20:00:00,Bajo,23,Tráfico fluido.
Vigo,21.3,nublado,84,7.3,,2024-08-11 20:00:00,Bajo,15,Tráfico fluido.
Madrid,33.9,cielo claro,15,7.2,,2024-08-11 20:00:00,Bajo,23,Tráfico fluido.
Vigo,21.3,nublado,84,7.3,,2024-08-11 20:00:00,Bajo,15,Tráfico fluido.
Madrid,32.0,cielo claro,16,13.8,,2024-08-11 21:00:00,Bajo,28,Tráfico fluido.
Vigo,21.0,nublado,86,7.1,,2024-08-11 21:00:00,Bajo,15,Tráfico fluido.
Madrid,32.0,cielo claro,16,13.8,,2024-08-11 21:00:00,Bajo,28,Tráfico fluido.
Vigo,21.0,nublado,86,7.1,,2024-08-11 21:00:00,Bajo,15,Tráfico fluido.
Madrid,31.7,cielo claro,20,23.4,,2024-08-11 22:00:00,Bajo,28,Tráfico fluido.
Vigo,20.8,nublado,89,7.1,,2024-08-11 22:00:00,Bajo,15,Tráfico fluido.
Madrid,31.7,cielo claro,20,23.4,,2024-08-11 22:00:00,Bajo,28,Tráfico fluido.
Vigo,20.8,nublado,89,7.1,,2024-08-11 22:00:00,Bajo,15,Tráfico fluido.
Madrid,30.2,cielo claro,22,24.1,,2024-08-11 23:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,nublado,91,6.9,,2024-08-11 23:00:00,Bajo,15,Tráfico fluido.
Madrid,30.2,cielo claro,22,24.1,,2024-08-11 23:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,nublado,91,6.9,,2024-08-11 23:00:00,Bajo,15,Tráfico fluido.
Madrid,28.7,cielo claro,24,22.5,,2024-08-12 00:00:00,Bajo,28,Tráfico fluido.
Vigo,20.9,nublado,87,7.1,,2024-08-12 00:00:00,Bajo,15,Tráfico fluido.
Madrid,28.7,cielo claro,24,22.5,,2024-08-12 00:00:00,Bajo,28,Tráfico fluido.
Vigo,20.9,nublado,87,7.1,,2024-08-12 00:00:00,Bajo,15,Tráfico fluido.
Madrid,27.2,cielo claro,36,11.0,,2024-08-12 01:00:00,Bajo,28,Tráfico fluido.
Vigo,20.1,lluvia,90,9.5,,2024-08-12 01:00:00,Bajo,27,Tráfico fluido.
Madrid,27.2,cielo claro,36,11.0,,2024-08-12 01:00:00,Bajo,28,Tráfico fluido.
Vigo,20.1,lluvia,90,9.5,,2024-08-12 01:00:00,Bajo,27,Tráfico fluido.
Madrid,26.1,cielo claro,40,11.4,,2024-08-12 02:00:00,Bajo,28,Tráfico fluido.
Vigo,20.3,lluvia,88,9.2,,2024-08-12 02:00:00,Bajo,27,Tráfico fluido.
Madrid,26.1,cielo claro,40,11.4,,2024-08-12 02:00:00,Bajo,28,Tráfico fluido.
Vigo,20.3,lluvia,88,9.2,,2024-08-12 02:00:00,Bajo,27,Tráfico fluido.
Madrid,25.3,cielo claro,42,13.4,,2024-08-12 03:00:00,Bajo,28,Tráfico fluido.
Vigo,20.0,lluvia,90,8.4,,2024-08-12 03:00:00,Bajo,27,Tráfico fluido.
Madrid,25.3,cielo claro,42,13.4,,2024-08-12 03:00:00,Bajo,28,Tráfico fluido.
Vigo,20.0,lluvia,90,8.4,,2024-08-12 03:00:00,Bajo,27,Tráfico fluido.
Madrid,24.5,cielo claro,44,10.8,,2024-08-12 04:00:00,Bajo,28,Tráfico fluido.
Vigo,20.0,nublado,90,6.3,,2024-08-12 04:00:00,Bajo,15,Tráfico fluido.
Madrid,24.5,cielo claro,44,10.8,,2024-08-12 04:00:00,Bajo,28,Tráfico fluido.
Vigo,20.0,nublado,90,6.3,,2024-08-12 04:00:00,Bajo,15,Tráfico fluido.
Madrid,23.7,cielo claro,46,8.6,,2024-08-12 05:00:00,Bajo,23,Tráfico fluido.
Vigo,19.4,cielo claro,94,5.6,,2024-08-12 05:00:00,Bajo,15,Tráfico fluido.
Madrid,23.7,cielo claro,46,8.6,,2024-08-12 05:00:00,Bajo,23,Tráfico fluido.
Vigo,19.4,cielo claro,94,5.6,,2024-08-12 05:00:00,Bajo,15,Tráfico fluido.
Madrid,23.5,cielo claro,47,9.0,,2024-08-12 06:00:00,Bajo,23,Tráfico fluido.
Vigo,18.7,cielo claro,99,5.1,,2024-08-12 06:00:00,Bajo,15,Tráfico fluido.
Madrid,23.5,cielo claro,47,9.0,,2024-08-12 06:00:00,Bajo,23,Tráfico fluido.
Vigo,18.7,cielo claro,99,5.1,,2024-08-12 06:00:00,Bajo,15,Tráfico fluido.
Madrid,25.5,cielo claro,42,7.9,,2024-08-12 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,19.8,cielo claro,90,5.2,,2024-08-12 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,25.5,cielo claro,42,7.9,,2024-08-12 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,19.8,cielo claro,90,5.2,,2024-08-12 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,27.6,cielo claro,35,4.7,,2024-08-12 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,21.7,nublado,76,7.2,,2024-08-12 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,27.6,cielo claro,35,4.7,,2024-08-12 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,21.7,nublado,76,7.2,,2024-08-12 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,29.6,cielo claro,31,3.1,,2024-08-12 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,24.2,cielo claro,64,11.0,,2024-08-12 09:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,29.6,cielo claro,31,3.1,,2024-08-12 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,24.2,cielo claro,64,11.0,,2024-08-12 09:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,31.8,cielo claro,27,1.8,,2024-08-12 10:00:00,Bajo,23,Tráfico fluido.
Vigo,26.0,nublado,57,12.8,,2024-08-12 10:00:00,Bajo,20,Tráfico fluido.
Madrid,31.8,cielo claro,27,1.8,,2024-08-12 10:00:00,Bajo,23,Tráfico fluido.
Vigo,26.0,nublado,57,12.8,,2024-08-12 10:00:00,Bajo,20,Tráfico fluido.
Madrid,33.8,cielo claro,24,5.4,,2024-08-12 11:00:00,Bajo,23,Tráfico fluido.
Vigo,26.1,nublado,59,13.5,,2024-08-12 11:00:00,Bajo,20,Tráfico fluido.
Madrid,33.8,cielo claro,24,5.4,,2024-08-12 11:00:00,Bajo,23,Tráfico fluido.
Vigo,26.1,nublado,59,13.5,,2024-08-12 11:00:00,Bajo,20,Tráfico fluido.
Madrid,35.4,cielo claro,21,10.0,,2024-08-12 12:00:00,Bajo,23,Tráfico fluido.
Vigo,25.7,nublado,62,15.5,,2024-08-12 12:00:00,Bajo,20,Tráfico fluido.
Madrid,35.4,cielo claro,21,10.0,,2024-08-12 12:00:00,Bajo,23,Tráfico fluido.
Vigo,25.7,nublado,62,15.5,,2024-08-12 12:00:00,Bajo,20,Tráfico fluido.
Madrid,36.1,cielo claro,19,12.0,,2024-08-12 13:00:00,Bajo,28,Tráfico fluido.
Vigo,25.9,nublado,62,14.7,,2024-08-12 13:00:00,Bajo,20,Tráfico fluido.
Madrid,36.1,cielo claro,19,12.0,,2024-08-12 13:00:00,Bajo,28,Tráfico fluido.
Vigo,25.9,nublado,62,14.7,,2024-08-12 13:00:00,Bajo,20,Tráfico fluido.
Madrid,36.6,cielo claro,18,13.7,,2024-08-12 14:00:00,Bajo,28,Tráfico fluido.
Vigo,26.0,cielo claro,63,15.7,,2024-08-12 14:00:00,Bajo,20,Tráfico fluido.
Madrid,36.6,cielo claro,18,13.7,,2024-08-12 14:00:00,Bajo,28,Tráfico fluido.
Vigo,26.0,cielo claro,63,15.7,,2024-08-12 14:00:00,Bajo,20,Tráfico fluido.
Madrid,36.7,cielo claro,18,16.6,,2024-08-12 15:00:00,Bajo,28,Tráfico fluido.
Vigo,25.3,cielo claro,67,18.1,,2024-08-12 15:00:00,Bajo,20,Tráfico fluido.
Madrid,36.7,cielo claro,18,16.6,,2024-08-12 15:00:00,Bajo,28,Tráfico fluido.
Vigo,25.3,cielo claro,67,18.1,,2024-08-12 15:00:00,Bajo,20,Tráfico fluido.
Madrid,36.4,cielo claro,17,18.9,,2024-08-12 16:00:00,Alto,63,Tráfico pesado.
Vigo,25.1,cielo claro,67,16.9,,2024-08-12 16:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,36.4,cielo claro,17,18.9,,2024-08-12 16:00:00,Alto,63,Tráfico pesado.
Vigo,25.1,cielo claro,67,16.9,,2024-08-12 16:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,35.5,cielo claro,16,20.9,,2024-08-12 17:00:00,Alto,63,Tráfico pesado.
Vigo,23.7,cielo claro,73,17.7,,2024-08-12 17:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,35.5,cielo claro,16,20.9,,2024-08-12 17:00:00,Alto,63,Tráfico pesado.
Vigo,23.7,cielo claro,73,17.7,,2024-08-12 17:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,34.7,cielo claro,16,19.1,,2024-08-12 18:00:00,Alto,63,Tráfico pesado.
Vigo,22.6,nublado,78,14.4,,2024-08-12 18:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,34.7,cielo claro,16,19.1,,2024-08-12 18:00:00,Alto,63,Tráfico pesado.
Vigo,22.6,nublado,78,14.4,,2024-08-12 18:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,33.5,cielo claro,17,14.4,,2024-08-12 19:00:00,Bajo,28,Tráfico fluido.
Vigo,21.7,cielo claro,82,10.1,,2024-08-12 19:00:00,Bajo,20,Tráfico fluido.
Madrid,33.5,cielo claro,17,14.4,,2024-08-12 19:00:00,Bajo,28,Tráfico fluido.
Vigo,21.7,cielo claro,82,10.1,,2024-08-12 19:00:00,Bajo,20,Tráfico fluido.
Madrid,31.6,cielo claro,19,12.1,,2024-08-12 20:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,cielo claro,85,9.0,,2024-08-12 20:00:00,Bajo,15,Tráfico fluido.
Madrid,31.6,cielo claro,19,12.1,,2024-08-12 20:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,cielo claro,85,9.0,,2024-08-12 20:00:00,Bajo,15,Tráfico fluido.
Madrid,30.4,cielo claro,19,12.8,,2024-08-12 21:00:00,Bajo,28,Tráfico fluido.
Vigo,19.8,nublado,88,5.8,,2024-08-12 21:00:00,Bajo,15,Tráfico fluido.
Madrid,30.4,cielo claro,19,12.8,,2024-08-12 21:00:00,Bajo,28,Tráfico fluido.
Vigo,19.8,nublado,88,5.8,,2024-08-12 21:00:00,Bajo,15,Tráfico fluido.
Madrid,29.5,cielo claro,17,11.8,,2024-08-12 22:00:00,Bajo,28,Tráfico fluido.
Vigo,19.0,nublado,91,5.1,,2024-08-12 22:00:00,Bajo,15,Tráfico fluido.
Madrid,29.5,cielo claro,17,11.8,,2024-08-12 22:00:00,Bajo,28,Tráfico fluido.
Vigo,19.0,nublado,91,5.1,,2024-08-12 22:00:00,Bajo,15,Tráfico fluido.
Madrid,27.8,cielo claro,31,17.4,,2024-08-12 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.4,nublado,92,4.3,,2024-08-12 23:00:00,Bajo,15,Tráfico fluido.
Madrid,27.8,cielo claro,31,17.4,,2024-08-12 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.4,nublado,92,4.3,,2024-08-12 23:00:00,Bajo,15,Tráfico fluido.
Madrid,27.0,cielo claro,37,14.9,,2024-08-13 00:00:00,Bajo,28,Tráfico fluido.
Vigo,18.3,nublado,91,3.4,,2024-08-13 00:00:00,Bajo,15,Tráfico fluido.
Madrid,27.0,cielo claro,37,14.9,,2024-08-13 00:00:00,Bajo,28,Tráfico fluido.
Vigo,18.3,nublado,91,3.4,,2024-08-13 00:00:00,Bajo,15,Tráfico fluido.
Madrid,24.1,nublado,55,23.9,,2024-08-13 01:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,92,5.2,,2024-08-13 01:00:00,Bajo,15,Tráfico fluido.
Madrid,24.1,nublado,55,23.9,,2024-08-13 01:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,92,5.2,,2024-08-13 01:00:00,Bajo,15,Tráfico fluido.
Madrid,24.0,cielo claro,53,14.0,,2024-08-13 02:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,90,3.2,,2024-08-13 02:00:00,Bajo,15,Tráfico fluido.
Madrid,24.0,cielo claro,53,14.0,,2024-08-13 02:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,90,3.2,,2024-08-13 02:00:00,Bajo,15,Tráfico fluido.
Madrid,23.5,cielo claro,51,14.1,,2024-08-13 03:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,89,4.0,,2024-08-13 03:00:00,Bajo,15,Tráfico fluido.
Madrid,23.5,cielo claro,51,14.1,,2024-08-13 03:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,89,4.0,,2024-08-13 03:00:00,Bajo,15,Tráfico fluido.
Madrid,22.8,cielo claro,53,12.5,,2024-08-13 04:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,89,3.8,,2024-08-13 04:00:00,Bajo,15,Tráfico fluido.
Madrid,22.8,cielo claro,53,12.5,,2024-08-13 04:00:00,Bajo,28,Tráfico fluido.
Vigo,18.2,nublado,89,3.8,,2024-08-13 04:00:00,Bajo,15,Tráfico fluido.
Madrid,22.5,cielo claro,54,10.4,,2024-08-13 05:00:00,Bajo,28,Tráfico fluido.
Vigo,18.0,nublado,90,5.0,,2024-08-13 05:00:00,Bajo,15,Tráfico fluido.
Madrid,22.5,cielo claro,54,10.4,,2024-08-13 05:00:00,Bajo,28,Tráfico fluido.
Vigo,18.0,nublado,90,5.0,,2024-08-13 05:00:00,Bajo,15,Tráfico fluido.
Madrid,22.4,cielo claro,54,8.5,,2024-08-13 06:00:00,Bajo,23,Tráfico fluido.
Vigo,17.8,nublado,92,4.9,,2024-08-13 06:00:00,Bajo,15,Tráfico fluido.
Madrid,22.4,cielo claro,54,8.5,,2024-08-13 06:00:00,Bajo,23,Tráfico fluido.
Vigo,17.8,nublado,92,4.9,,2024-08-13 06:00:00,Bajo,15,Tráfico fluido.
Madrid,24.0,cielo claro,49,3.6,,2024-08-13 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,18.5,lluvia,87,4.3,,2024-08-13 07:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,24.0,cielo claro,49,3.6,,2024-08-13 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,18.5,lluvia,87,4.3,,2024-08-13 07:00:00,Medio,57,Condiciones normales de tráfico.
Madrid,25.9,cielo claro,44,2.3,,2024-08-13 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,20.4,nublado,75,6.6,,2024-08-13 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,25.9,cielo claro,44,2.3,,2024-08-13 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,20.4,nublado,75,6.6,,2024-08-13 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,27.8,cielo claro,38,4.0,,2024-08-13 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,22.1,nublado,64,8.9,,2024-08-13 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,27.8,cielo claro,38,4.0,,2024-08-13 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,22.1,nublado,64,8.9,,2024-08-13 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,29.8,nublado,32,8.3,,2024-08-13 10:00:00,Bajo,23,Tráfico fluido.
Vigo,21.9,lluvia,67,10.5,,2024-08-13 10:00:00,Bajo,32,Tráfico fluido.
Madrid,29.8,nublado,32,8.3,,2024-08-13 10:00:00,Bajo,23,Tráfico fluido.
Vigo,21.9,lluvia,67,10.5,,2024-08-13 10:00:00,Bajo,32,Tráfico fluido.
Madrid,31.4,nublado,28,13.3,,2024-08-13 11:00:00,Bajo,28,Tráfico fluido.
Vigo,20.9,lluvia,72,14.0,,2024-08-13 11:00:00,Bajo,32,Tráfico fluido.
Madrid,31.4,nublado,28,13.3,,2024-08-13 11:00:00,Bajo,28,Tráfico fluido.
Vigo,20.9,lluvia,72,14.0,,2024-08-13 11:00:00,Bajo,32,Tráfico fluido.
Madrid,32.4,nublado,23,16.9,,2024-08-13 12:00:00,Bajo,28,Tráfico fluido.
Vigo,22.7,nublado,63,13.8,,2024-08-13 12:00:00,Bajo,20,Tráfico fluido.
Madrid,32.4,nublado,23,16.9,,2024-08-13 12:00:00,Bajo,28,Tráfico fluido.
Vigo,22.7,nublado,63,13.8,,2024-08-13 12:00:00,Bajo,20,Tráfico fluido.
Madrid,30.7,nublado,25,20.0,,2024-08-13 13:00:00,Bajo,28,Tráfico fluido.
Vigo,24.8,nublado,53,17.7,,2024-08-13 13:00:00,Bajo,20,Tráfico fluido.
Madrid,30.7,nublado,25,20.0,,2024-08-13 13:00:00,Bajo,28,Tráfico fluido.
Vigo,24.8,nublado,53,17.7,,2024-08-13 13:00:00,Bajo,20,Tráfico fluido.
Madrid,30.0,nublado,30,19.4,,2024-08-13 14:00:00,Bajo,28,Tráfico fluido.
Vigo,24.8,nublado,55,17.8,,2024-08-13 14:00:00,Bajo,20,Tráfico fluido.
Madrid,30.0,nublado,30,19.4,,2024-08-13 14:00:00,Bajo,28,Tráfico fluido.
Vigo,24.8,nublado,55,17.8,,2024-08-13 14:00:00,Bajo,20,Tráfico fluido.
Madrid,29.5,nublado,30,16.7,,2024-08-13 15:00:00,Bajo,28,Tráfico fluido.
Vigo,22.8,nublado,64,16.3,,2024-08-13 15:00:00,Bajo,20,Tráfico fluido.
Madrid,29.5,nublado,30,16.7,,2024-08-13 15:00:00,Bajo,28,Tráfico fluido.
Vigo,22.8,nublado,64,16.3,,2024-08-13 15:00:00,Bajo,20,Tráfico fluido.
Madrid,29.8,nublado,27,18.0,,2024-08-13 16:00:00,Alto,63,Tráfico pesado.
Vigo,21.7,lluvia,69,12.3,,2024-08-13 16:00:00,Alto,67,Tráfico pesado.
Madrid,29.8,nublado,27,18.0,,2024-08-13 16:00:00,Alto,63,Tráfico pesado.
Vigo,21.7,lluvia,69,12.3,,2024-08-13 16:00:00,Alto,67,Tráfico pesado.
Madrid,26.6,nublado,42,15.0,,2024-08-13 17:00:00,Alto,63,Tráfico pesado.
Vigo,21.4,lluvia,72,10.3,,2024-08-13 17:00:00,Alto,67,Tráfico pesado.
Madrid,26.6,nublado,42,15.0,,2024-08-13 17:00:00,Alto,63,Tráfico pesado.
Vigo,21.4,lluvia,72,10.3,,2024-08-13 17:00:00,Alto,67,Tráfico pesado.
Madrid,28.0,nublado,35,12.8,,2024-08-13 18:00:00,Alto,63,Tráfico pesado.
Vigo,21.1,lluvia,76,8.5,,2024-08-13 18:00:00,Alto,62,Tráfico pesado.
Madrid,28.0,nublado,35,12.8,,2024-08-13 18:00:00,Alto,63,Tráfico pesado.
Vigo,21.1,lluvia,76,8.5,,2024-08-13 18:00:00,Alto,62,Tráfico pesado.
Madrid,27.5,cielo claro,33,14.4,,2024-08-13 19:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,lluvia,80,9.2,,2024-08-13 19:00:00,Bajo,27,Tráfico fluido.
Madrid,27.5,cielo claro,33,14.4,,2024-08-13 19:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,lluvia,80,9.2,,2024-08-13 19:00:00,Bajo,27,Tráfico fluido.
